Province/State,Country/Region,Lat,Long,Date,Value,ISO 3166-1 Alpha 3-Codes,Region Code,Sub-region Code,Intermediate Region Code
#adm1+name,#country+name,#geo+lat,#geo+lon,#date,#affected+infected+value+num,#country+code,#region+main+code,#region+sub+code,#region+intermediate+code
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-06,226,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-05,217,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-04,195,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-03,195,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-02,183,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-01,175,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-31,152,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-30,148,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-29,135,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-28,120,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-27,102,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-26,82,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-25,35,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-24,35,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-23,24,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-22,9,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-21,6,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-20,4,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-19,3,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-18,3,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-17,3,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-16,1,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-15,1,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-14,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-13,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-12,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-11,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-10,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-09,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-08,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-07,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-06,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-05,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-04,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-03,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-02,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-01,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-29,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-28,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-27,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-26,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-25,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-24,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-23,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-22,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-21,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-20,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-19,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-18,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-17,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-16,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-15,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-14,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-13,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-12,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-11,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-10,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-09,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-08,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-07,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-06,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-05,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-04,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-03,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-02,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-01,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-31,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-30,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-29,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-28,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-27,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-26,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-25,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-24,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-23,0,CAN,19,21,
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-22,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-05-03,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-05-02,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-05-01,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-30,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-29,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-28,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-27,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-26,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-25,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-24,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-23,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-22,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-21,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-20,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-19,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-18,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-17,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-16,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-15,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-14,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-13,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-12,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-11,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-10,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-09,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-08,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-07,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-06,5,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-05,4,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-04,4,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-03,2,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-02,2,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-04-01,2,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-31,1,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-30,1,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-29,1,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-28,1,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-27,1,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-26,1,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-25,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-24,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-23,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-22,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-21,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-20,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-19,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-18,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-17,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-16,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-15,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-14,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-13,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-12,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-11,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-10,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-09,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-08,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-07,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-06,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-05,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-04,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-03,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-02,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-03-01,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-29,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-28,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-27,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-26,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-25,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-24,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-23,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-22,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-21,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-20,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-19,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-18,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-17,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-16,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-15,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-14,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-13,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-12,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-11,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-10,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-09,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-08,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-07,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-06,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-05,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-04,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-03,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-02,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-02-01,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-31,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-30,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-29,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-28,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-27,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-26,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-25,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-24,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-23,0,CAN,19,21,
Northwest Territories,Canada,64.8255,-124.8457,2020-01-22,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-05-03,971,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-05-02,963,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-05-01,959,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-30,947,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-29,935,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-28,915,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-27,900,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-26,873,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-25,865,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-24,850,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-23,827,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-22,772,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-21,737,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-20,721,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-19,675,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-18,649,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-17,606,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-16,579,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-15,549,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-14,517,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-13,474,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-12,445,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-11,428,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-10,407,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-09,342,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-08,310,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-07,310,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-06,293,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-05,262,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-04,236,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-03,207,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-02,193,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-04-01,173,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-31,147,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-30,127,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-29,122,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-28,110,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-27,90,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-26,73,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-25,68,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-24,51,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-23,41,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-22,28,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-21,21,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-20,15,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-19,14,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-18,12,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-17,7,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-16,5,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-15,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-14,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-13,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-12,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-11,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-10,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-09,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-08,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-07,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-06,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-05,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-04,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-03,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-02,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-03-01,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-29,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-28,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-27,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-26,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-25,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-24,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-23,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-22,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-21,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-20,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-19,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-18,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-17,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-16,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-15,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-14,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-13,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-12,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-11,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-10,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-09,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-08,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-07,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-06,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-05,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-04,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-03,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-02,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-02-01,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-31,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-30,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-29,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-28,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-27,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-26,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-25,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-24,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-23,0,CAN,19,21,
Nova Scotia,Canada,44.682,-63.7443,2020-01-22,0,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-05-03,18574,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-05-02,18321,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-05-01,17880,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-30,17395,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-29,16978,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-28,16500,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-27,15970,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-26,15568,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-25,15012,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-24,14550,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-23,14068,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-22,13718,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-21,12715,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-20,12063,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-19,11561,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-18,11013,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-17,10456,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-16,9840,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-15,8447,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-14,7953,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-13,7470,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-12,7049,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-11,6648,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-10,6237,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-09,5759,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-08,5276,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-07,4726,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-06,4347,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-05,4354,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-04,3630,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-03,3255,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-02,2793,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-04-01,2392,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-31,1966,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-30,1706,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-29,1355,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-28,1144,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-27,994,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-26,858,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-25,688,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-24,588,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-23,503,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-22,425,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-21,377,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-20,308,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-19,257,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-18,221,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-17,185,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-16,177,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-15,104,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-14,79,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-13,74,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-12,42,CAN,19,21,
Ontario,Canada,51.2538,-85.3232,2020-03-11,41,CAN,19,21,
